namedLocation,domainID,siteID,plotType,sampleID,lmaSampleID,lmaSampleCondition,scanDate,scannedBy,cfc_LMA_freshWeight,cfc_LMA_dryWeight,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,subplotID,sampleType,samplingMethod,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,subsample1Height,subsample2Height,subsample3Height,collectedBy,recordedBy,cfc_elements_dryWeight,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,extractionStartDate,extractionLength,cfc_chlorophyll_freshWeight,solventVolume,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,archiveSampleID,processedBy,nitrogenPercent,carbonPercent,CNratio,cnPercentQF,percentAccuracyQF,instrument
JORN_006.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZRljXI+FTycyL3xQ835lNrkh9pP/sFrI4=,NrWJnEy30pZRljXI+FTycyL3xQ835lNrZeJUdC0yd7j4yqncSeyd0A==,OK,2017-08-29T16:03:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.566,1.401,NA,2,9322.5,100,150.3,0.546,NA,0.563,11.37,33.62,shrubScrub,WGS84,32.590562,-106.82446,20.1,1323.2,0.1,NEON.DOC.001024vD,40,Woody individual,other,N,2696,NEON.PLA.D14.JORN.02696,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,1,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.107,50,0.147,1.229,1.003,0.279,0.273,52.5,102.8,11.4,104.6,35,2017-08-29,48,0.0601,20,5.08,1.08,1.53,A,0,NrWJnEy30pZRljXI+FTycyL3xQ835lNraqSBUSva4cw=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.89,47.64,16.5,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_004.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlrb6gGDqgQNLM=,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr/qNlvmFiCc2G3+bXbs96Mw==,OK,2017-08-29T17:45:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,1.016,0.581,NA,7,4136.9,98,140.5,0.572,NA,0.527,14.49,17.44,shrubScrub,WGS84,32.630328,-106.86076,20.1,1331.6,0.1,NEON.DOC.001024vD,NA,Woody individual,NA,Y,2599,NEON.PLA.D14.JORN.02599,PRGL2,Prosopis glandulosa Torr.,"Live,  other damage",NA,NA,NA,NA,NA,0.6,NA,NA,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,U4kvMG6rGRhAGF6ux0lJOMuhNa/DRZZ9PaodSBi6fAA=,0.104,50,0.12,1.043,1.146,0.238,0.252,65.6,157.2,8.9,89,31.6,2017-08-30,48,0.0617,20,4.27,0.81,1.49,A,0,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr8+cPG5qMEEk=,NA,2.28,48.23,21.2,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_004.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlrb6gGDqgQNLM=,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr/qNlvmFiCc2G3+bXbs96Mw==,OK,2017-08-29T17:45:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,1.016,0.581,NA,7,4136.9,98,140.5,0.572,NA,0.527,14.49,17.44,shrubScrub,WGS84,32.630328,-106.86076,20.1,1331.6,0.1,NEON.DOC.001024vD,NA,Woody individual,NA,Y,2599,NEON.PLA.D14.JORN.02599,PRGL2,Prosopis glandulosa Torr.,"Live,  other damage",NA,NA,NA,NA,NA,0.6,NA,NA,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,U4kvMG6rGRhAGF6ux0lJOMuhNa/DRZZ9PaodSBi6fAA=,0.103,50,0.118,1.081,1.209,0.251,0.262,69.1,168.7,9.2,87.6,27.6,2017-08-30,48,0.0617,20,4.27,0.81,1.49,A,0,NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr8+cPG5qMEEk=,NA,2.28,48.23,21.2,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_004.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2fQ9QGvrUo0Q=,NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2dSYoLPxgQfNNLjd19INfzg==,OK,2017-08-29T16:18:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,1.621,0.812,NA,6,5603.6,95,144.9,0.501,NA,0.538,12.62,17.69,shrubScrub,WGS84,32.630328,-106.86076,20.1,1331.6,0.1,NEON.DOC.001024vD,NA,Woody individual,other,Y,2598,NEON.PLA.D14.JORN.02598,PRGL2,Prosopis glandulosa Torr.,"Live,  other damage",NA,NA,NA,NA,NA,0.8,NA,NA,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,U4kvMG6rGRhAGF6ux0lJOMuhNa/DRZZ9PaodSBi6fAA=,0.103,50,0.142,1.355,0.879,0.308,0.273,32.2,101.7,15.8,76,27.5,2017-08-30,48,0.0628,20,4.04,0.92,1.05,A,0,NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2ffKFqpMYiaE=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.75,48.59,17.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_006.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZRljXI+FTyc2s84MxjG5P116haV5NqLeg=,NrWJnEy30pZRljXI+FTyc2s84MxjG5P1vICjFLxarOB1msXGosSaRw==,OK,2017-08-29T16:38:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.19,1.204,NA,3,7664.3,95,157,0.55,NA,0.513,13.8,17.64,shrubScrub,WGS84,32.590562,-106.82446,20.1,1323.2,0.1,NEON.DOC.001024vD,32,Woody individual,other,N,2695,NEON.PLA.D14.JORN.02695,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.8,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.103,50,0.132,1.284,1.096,0.328,0.259,37.6,127,19.2,160.2,33.1,2017-08-29,48,0.0688,20,5.02,1.19,1.48,A,0,NrWJnEy30pZRljXI+FTyc2s84MxjG5P1ZR3UHQ6a7tE=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.7,48.58,18,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_006.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pb4EVg1h7vKBhyQSCDu3e7HofIQnNAlWUc=,NrWJnEy30pb4EVg1h7vKBhyQSCDu3e7HUaXGL1Ex9+8=,OK,2017-08-28T15:55:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.13,0.115,NA,22,1143.3,95,100.2,0.882,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.495,6.05,34.34,shrubScrub,WGS84,32.590562,-106.82446,20.1,1323.2,0.1,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,60,JORN_006_060,1.5,0.7,10,NA,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.108,50,0.085,0.757,0.326,0.075,0.111,49.2,279,4,13.5,18.5,2017-08-29,48,0.0441,20,6.83,1.49,2.23,A,0,NrWJnEy30pb4EVg1h7vKBhyQSCDu3e7H+8amenqNvyg=,EPY5RsIdKdwjSJBxmQB+4RCsYyAVUGGDtIz/1seSEKw=,1.03,44.82,43.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.5,11.77,15.23,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.5,11.77,15.23,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.5,11.77,15.23,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.5,11.77,15.23,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.5,11.77,15.23,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.104,50,0.146,1.391,0.939,0.203,0.239,28.8,72,18,96.1,48.5,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.5,11.77,15.23,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.104,50,0.146,1.391,0.939,0.203,0.239,28.8,72,18,96.1,48.5,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.5,11.77,15.23,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.104,50,0.146,1.391,0.939,0.203,0.239,28.8,72,18,96.1,48.5,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.5,11.77,15.23,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.104,50,0.146,1.391,0.939,0.203,0.239,28.8,72,18,96.1,48.5,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.102,50,0.142,0.926,1.415,0.285,0.26,37.2,86.6,22,141.2,28.1,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90THkSfUmXWd7nfQ2dhN7OHA=,NA,3.09,48.52,15.7,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
JORN_003.basePlot.cfc,D14,JORN,distributed,NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=,NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==,OK,2017-08-29T16:29:00Z,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,2.276,1.27,NA,10,7237.2,90,175.5,0.558,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,0.508,13.32,17.98,shrubScrub,WGS84,32.600614,-106.838099,20.1,1321.1,0.1,NEON.DOC.001024vD,41,Woody individual,other,N,2693,NEON.PLA.D14.JORN.02693,PRGL2,Prosopis glandulosa Torr.,Live,NA,NA,NA,NA,NA,0.7,NA,NA,HSLHxoHyU+OUsiFMGmLLQtrjXj9jFn9P,jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis,0.104,50,0.146,1.391,0.939,0.203,0.239,28.8,72,18,96.1,48.5,2017-08-30,48,0.0626,20,4.33,0.9,1.45,A,0,NrWJnEy30pZCBryAjUp90aWS5T4mcdZBORJOD52becA=,Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=,3.11,48.48,15.6,0,0,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface
