"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","geodeticDatum","decimalLatitude","decimalLongitude","coordinateUncertainty","elevation","elevationUncertainty","samplingProtocolVersion","collectDate","subplotID","sampleType","samplingMethod","vstTag","tagID","individualID","taxonID","scientificName","plantStatus","clipCellNumber","clipID","clipLength","clipWidth","percentCoverClip","sampleID","subsample1Height","subsample2Height","subsample3Height","chlorophyllSampleID","collectedBy","recordedBy","remarks","dataQF"
"bbf4d8e3-deb5-4478-a3ae-6b0bc336c697","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","evergreenForest","WGS84",17.963818,-66.875668,20.2,101.3,0.26,"NEON.DOC.001024vE","2018-05-02T13:58Z","41","Woody individual","pole pruner","Y","4234","NEON.PLA.D04.GUAN.04234","GUOF","Guaiacum officinale L.","Live",NA,NA,NA,NA,NA,"xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=",3.9,NA,NA,"xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+o7lMODdkH7I=","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA,NA
"959c01e8-e95c-41e3-bf22-9cb77f33cd8f","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","evergreenForest","WGS84",17.963818,-66.875668,20.2,101.3,0.26,"NEON.DOC.001024vE","2018-05-02T14:04Z","40","Woody individual","pole pruner","Y","4227","NEON.PLA.D04.GUAN.04227","BUBU","Bucida buceras L.","Live",NA,NA,NA,NA,NA,"xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=",3.5,NA,NA,"xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bEnxF+X+5CAk=","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA,NA
"64408c66-3571-4ef7-bee3-9bd6929327ae","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","evergreenForest","WGS84",17.97943,-66.867833,20.1,116.5,0.1,"NEON.DOC.001024vE","2018-05-02T15:54Z","41","Woody individual","pole pruner","Y","4695","NEON.PLA.D04.GUAN.04695","ACFA","Acacia farnesiana (L.) Willd.","Live",NA,NA,NA,NA,NA,"xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKo/3jPW7xmlE=",4.3,NA,NA,"xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKisEroHpX8h4=","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA,NA
"3794b47b-adcd-48ca-abe8-c8f794f02aa2","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","evergreenForest","WGS84",17.97943,-66.867833,20.1,116.5,0.1,"NEON.DOC.001024vE","2018-05-02T16:26Z","31","Woody individual","clippers","Y","4561","NEON.PLA.D04.GUAN.04561","JAFL","Jasminum fluminense Vell.","Live",NA,NA,NA,NA,NA,"xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPhFkhQo8lUOA=",2.9,NA,NA,"xIqeKa1cF5zndmx1vcsWkkLyDyi82MtP4teqWaU3El4=","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA,NA
"4684a251-6f1e-4ea7-8a8e-90235a45ae0f","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","evergreenForest","WGS84",17.97943,-66.867833,20.1,116.5,0.1,"NEON.DOC.001024vE","2018-05-02T16:52Z","31","Woody individual","clippers","Y","4632","NEON.PLA.D04.GUAN.04632","ACRE4","Acacia retusa (Jacq.) Howard","Live",NA,NA,NA,NA,NA,"xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZ1iaHOWDU3LI=",1.7,NA,NA,"xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZCptC2idX1LoEgDL69i1KeQ==","zPBe+8pzAK3Kf4/L2qJV36CjLL5KpYr+dJur8mfsxKJSqtDZzH3Glg==","JbCt3ZVS0Z8p+FnZZjYv2ST6kFQlRmlIVPqV7NV33A8=",NA,NA
"1f8654d2-bb2a-49e2-80c6-542edaf48c5a","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","deciduousForest","WGS84",45.82204,-90.089055,20.2,506,0.3,"NEON.DOC.001024vD","2017-08-23T13:15Z","41","Woody individual","line launcher","Y","03116A","NEON.PLA.D05.STEI.03116A","BEPA","Betula papyrifera Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDd+RNR5CtzZY=",14.4,NA,NA,"VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDeM78farWaYI=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"7cc3eff9-3f5a-4ab8-9f0a-351740ca76dd","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","deciduousForest","WGS84",45.82204,-90.089055,20.2,506,0.3,"NEON.DOC.001024vD","2017-08-23T14:46Z","32","Woody individual","line launcher","Y","03112","NEON.PLA.D05.STEI.03112","OSVI","Ostrya virginiana (Mill.) K. Koch","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlH3Rj4eVGgvc=",4.7,NA,NA,"VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlQ4kygBIvg00=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"a40e6168-2429-431c-83da-e9041813ba1a","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","deciduousForest","WGS84",45.82204,-90.089055,20.2,506,0.3,"NEON.DOC.001024vD","2017-08-23T15:20Z","41","Woody individual","line launcher","Y","03102","NEON.PLA.D05.STEI.03102","TIAM","Tilia americana L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZeUmxfA7e+TI=",13.7,NA,NA,"VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZKsksfVbp+Gg=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"6e47fa4a-8e20-4c24-878d-af44e94e4da5","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","deciduousForest","WGS84",45.826444,-90.086211,20.2,500,0.35,"NEON.DOC.001024vD","2017-08-23T16:13Z","41","Woody individual","line launcher","Y","00225","NEON.PLA.D05.STEI.00225","QURU","Quercus rubra L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4+6lBdLENy0w=",8.4,NA,NA,"VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE44dRozMf3PeM=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"49e20120-895a-4169-9472-5a4f96fa17fc","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","deciduousForest","WGS84",45.826444,-90.086211,20.2,500,0.35,"NEON.DOC.001024vD","2017-08-23T16:56Z",NA,"Woody individual","","Y","05358","NEON.PLA.D05.STEI.05358","FRAM2","Fraxinus americana L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcwfo4c4at4EvEpB77Zdui9T4sVECWcfBY=",11.1,NA,NA,"VIe0/2w3fNcwfo4c4at4EvEpB77Zdui9v1Osdipw5mQ/348c3FuAYA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"a608f911-5eaa-4739-8f1e-7961b7b2e1f0","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","deciduousForest","WGS84",45.826444,-90.086211,20.2,500,0.35,"NEON.DOC.001024vD","2017-08-23T17:19Z","23","Woody individual","line launcher","Y","05344","NEON.PLA.D05.STEI.05344","ACSA3","Acer saccharum Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdCm3V4fTqlu8JOhUG2fiaRB06o7bssB+s=",9.1,NA,NA,"VIe0/2w3fNdCm3V4fTqlu8JOhUG2fiaRElOV5dnRxAbAfw7l0T1/pQ==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"d2b88187-6d1e-43f5-b5d9-12d8b570e423","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","deciduousForest","WGS84",45.793823,-90.05393,20.2,517.4,0.3,"NEON.DOC.001024vD","2017-08-23T18:37Z",NA,"Woody individual","line launcher","Y","05149","NEON.PLA.D05.STEI.05149","QURU","Quercus rubra L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5sTDhQYQBiRn0=",22.2,NA,NA,"VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5s9WSP2g1LZBw=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"5530e826-98df-456d-9336-8d00356b06ec","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","deciduousForest","WGS84",45.793823,-90.05393,20.2,517.4,0.3,"NEON.DOC.001024vD","2017-08-23T19:40Z","41","Woody individual","line launcher","Y","05168","NEON.PLA.D05.STEI.05168","FRPE","Fraxinus pennsylvanica Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdfUv4vjjWHezSjApQWs26PZzIgyJrHYCk=",22.6,NA,NA,"VIe0/2w3fNdfUv4vjjWHezSjApQWs26P+7bjZxUujZs=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"08c46623-e1b0-4e6b-9c4a-581ac4851616","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","deciduousForest","WGS84",45.793823,-90.05393,20.2,517.4,0.3,"NEON.DOC.001024vD","2017-08-23T21:39Z","32","Woody individual","","Y","05150","NEON.PLA.D05.STEI.05150","ACSA3","Acer saccharum Marshall","Live, physically damaged",NA,NA,NA,NA,NA,"VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd+XWsEZeBUeY=",17.1,NA,NA,"VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd65mDh0osLofEiclDgLRZeA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","NEj2iWVH3bwRA9NwFC2tG5pcjGde053KtYf/7ELM3p0=","",NA
"23597516-a365-489d-9a40-7867a60bc6e1","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","mixedForest","WGS84",45.802507,-90.06211,20.2,499.7,0.47,"NEON.DOC.001024vD","2017-08-24T14:13Z","32","Woody individual","line launcher","Y","05374","NEON.PLA.D05.STEI.05374","PINUS","Pinus sp.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdJfITAZNCzsooYD0OwZokAoF32VNTKLpM=",13.5,NA,NA,"VIe0/2w3fNdJfITAZNCzsooYD0OwZokAx0qxd5A4qW4=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","B/1XguR/VIn+6poxXX6Fz9l/Lnuan5x0zOrM56XsTCc=","",NA
"879843b1-770a-4f53-8f8f-9f2c2d066fcc","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","mixedForest","WGS84",45.802507,-90.06211,20.2,499.7,0.47,"NEON.DOC.001024vD","2017-08-24T14:15Z","41","Woody individual","line launcher","Y","05382","NEON.PLA.D05.STEI.05382","QUMA2","Quercus macrocarpa Michx.","Live,  other damage",NA,NA,NA,NA,NA,"VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaNhPrQV1lWKNs=",12.5,NA,NA,"VIe0/2w3fNdImTPDFEeyj4pOPHv3uWaN/r2DCV/OKl5HAxqdWcJ35A==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","B/1XguR/VIn+6poxXX6Fz9l/Lnuan5x0zOrM56XsTCc=","",NA
"78615f62-eeaf-4088-9c4f-b1eb9ee0df04","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","mixedForest","WGS84",45.802507,-90.06211,20.2,499.7,0.47,"NEON.DOC.001024vD","2017-08-24T14:16Z","41","Woody individual","line launcher","Y","05383","NEON.PLA.D05.STEI.05383","ABBA","Abies balsamea (L.) Mill.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8as4BcvO/EM4Rg=",11.9,NA,NA,"VIe0/2w3fNcUGzVrPfqiD8/f4TEvV8ase8G+gCirX+U=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","B/1XguR/VIn+6poxXX6Fz9l/Lnuan5x0zOrM56XsTCc=","",NA
"7a7facb0-3636-4c07-b937-99a143867c7f","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","deciduousForest","WGS84",45.508883,-89.588327,20.2,474.5,0.17,"NEON.DOC.001024vD","2017-08-28T14:54Z","21","Woody individual","pole pruner","Y","02200","NEON.PLA.D05.STEI.02200","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTKazl3Wg7T4A=",6.5,NA,NA,"VIe0/2w3fNdZpcW9ae5/mUbxNKrAEUrTl1iPHLgLTVMjtX4s/xUyHA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"18c70d55-50ba-411a-a72f-0695a2c002e8","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","deciduousForest","WGS84",45.508883,-89.588327,20.2,474.5,0.17,"NEON.DOC.001024vD","2017-08-28T15:08Z","23","Woody individual","pole pruner","Y","05598","NEON.PLA.D05.STEI.05598","QURU","Quercus rubra L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNebL06shWhPji2SF1yB8s00UNM/Y0EFZxk=",7.1,NA,NA,"VIe0/2w3fNebL06shWhPji2SF1yB8s007GwidSR8kBw=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"6e28dedd-dddd-4ef1-959e-68a58a9d28f0","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","deciduousForest","WGS84",45.508883,-89.588327,20.2,474.5,0.17,"NEON.DOC.001024vD","2017-08-28T15:28Z","23","Woody individual","pole pruner","Y","05600","NEON.PLA.D05.STEI.05600","ABBA","Abies balsamea (L.) Mill.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiauYkqOsksHAE=",6.2,3,NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiah07es/d6cNw=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"d38e47d2-2e52-4d06-b28b-c0c53c3c3086","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T15:56Z","21","Woody individual","pole pruner","Y","01587","NEON.PLA.D05.STEI.01587","TSCA","Tsuga canadensis (L.) Carrière","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNebmhW80rzpS881KI92y62T7Ti7hhlPfBw=",7.2,5.8,NA,"VIe0/2w3fNebmhW80rzpS881KI92y62TuD2aSVnH5CE=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"e8ba4bad-f8e5-47df-afbd-76a06a5f10b3","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T16:06Z","23","Woody individual","pole pruner","Y","01771","NEON.PLA.D05.STEI.01771","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9PCWG2SaZNuk=",7,NA,NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl971GbZ0m6oGYz9K7tFTpKRQ==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"6f4d00c9-43db-49ee-8d31-6a72cbbe741a","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T16:32Z","23","Woody individual","pole pruner","Y","01778","NEON.PLA.D05.STEI.01778","ACRU","Acer rubrum L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZEGq5DoNVT6Y=",7.5,NA,NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZfbxkMw/tuNU=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","ACRU not ABBA",NA
"2a941ff9-2620-4130-9f55-aac35b80da87","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T16:44Z","39","Woody individual","pole pruner","Y","01670","NEON.PLA.D05.STEI.01670","TSCA","Tsuga canadensis (L.) Carrière","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZfEC47VgkERw=",7.2,5.7,NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZ6dgQ6irx4/M=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"5bc12a9e-618d-43b9-b33a-3052f7c8bfb1","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T16:51Z","39","Woody individual","pole pruner","Y","01338","NEON.PLA.D05.STEI.01338","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGrDl/vLip/Pg=",6.7,NA,NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGyz7BnJ8LDfA2wZK3U5ixiA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"6f5b3c28-8e86-427e-b632-d530b69e9cec","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T17:02Z","23","Woody individual","pole pruner","Y","01452","NEON.PLA.D05.STEI.01452","TSCA","Tsuga canadensis (L.) Carrière","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwG6g8WryoXKs=",4.4,5.6,NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwSJbXfLrarlE=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"f5f5b04c-290d-4103-a9d9-d541dd68eece","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","deciduousForest","WGS84",45.506757,-89.58706,20.2,472.4,0.27,"NEON.DOC.001024vD","2017-08-28T17:28Z","21","Woody individual","pole pruner","Y","01753","NEON.PLA.D05.STEI.01753","ABBA","Abies balsamea (L.) Mill.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKT8hAEs+3C/Ng=",4.4,3.5,NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKTyGz1DtlXdYI=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"bf4d81a3-3524-44b4-8d45-783adcd1953a","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","deciduousForest","WGS84",45.506757,-89.58706,20.2,472.4,0.27,"NEON.DOC.001024vD","2017-08-28T17:29Z","21","Woody individual","pole pruner","Y","01734","NEON.PLA.D05.STEI.01734","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/hHeH7OKvAxI=",6.3,NA,NA,"VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/W4UVhGHTG7xYFIBrpJtR0w==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"04b68e6c-a75e-4da1-ac30-75a8a20560eb","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","deciduousForest","WGS84",45.506757,-89.58706,20.2,472.4,0.27,"NEON.DOC.001024vD","2017-08-28T17:45Z","21","Woody individual","pole pruner","Y","01758","NEON.PLA.D05.STEI.01758","POGR4","Populus grandidentata Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFc5Yg5mi4D1k=",4.6,NA,NA,"VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFrK5fq+7zwIfXQwIZcVfrFA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"09d0c4a3-2974-49bc-bb06-996bd1cde083","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","woodyWetlands","WGS84",45.834307,-90.085088,20.3,480.5,0.32,"NEON.DOC.001024vD","2017-08-28T20:06Z","40","Woody individual","pole pruner","Y","03730","NEON.PLA.D05.STEI.03730","ALNUS","Alnus sp.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcalzjkVwBhmldGEhUSkkljwAkHGnBLeDU=",3.5,NA,NA,"VIe0/2w3fNcalzjkVwBhmldGEhUSkkljkxE5cRdMJpGxGeZEjZZ0zA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"61c04cdf-f849-4e71-9bbf-08b35faff10c","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","woodyWetlands","WGS84",45.834307,-90.085088,20.3,480.5,0.32,"NEON.DOC.001024vD","2017-08-28T20:22Z","32","Woody individual","pole pruner","Y","03662","NEON.PLA.D05.STEI.03662","ALNUS","Alnus sp.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCOXw14m2mbvw=",3.5,NA,NA,"VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCs25Mk16XtdODLSmWScuPrA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"73146a38-a950-4d8c-8273-8e300f14884e","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","woodyWetlands","WGS84",45.834307,-90.085088,20.3,480.5,0.32,"NEON.DOC.001024vD","2017-08-28T20:34Z","31","Woody individual","pole pruner","Y","03693","NEON.PLA.D05.STEI.03693","ALNUS","Alnus sp.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcalzjkVwBhmg1MmhmwySLj5mT3KSE11uo=",3.7,NA,NA,"VIe0/2w3fNcalzjkVwBhmg1MmhmwySLji25/Qz/hK/eZYO5WVuVXPQ==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"bc3d1741-e185-4f44-bc3d-9b47b795128b","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","deciduousForest","WGS84",45.824937,-90.072611,20.2,503.3,0.28,"NEON.DOC.001024vD","2017-08-29T13:46Z","31","Woody individual","line launcher","Y","03471","NEON.PLA.D05.STEI.03471","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGo8BLiyROlYQw=",16,NA,NA,"VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGormMnuK1r5+gEPmHVx+FGBg==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"16a80dc1-b5ea-4fa9-8c3c-9d62dc777f74","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","deciduousForest","WGS84",45.824937,-90.072611,20.2,503.3,0.28,"NEON.DOC.001024vD","2017-08-29T14:32Z","41","Woody individual","line launcher","Y","03444","NEON.PLA.D05.STEI.03444","ACSA3","Acer saccharum Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpcxcMuwwiLjc=",14,NA,NA,"VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpCX4AaM6x/N8qy3oNzGpxLA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"56fa9d8b-5b25-45ed-9be5-7e5dd655092b","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","deciduousForest","WGS84",45.824937,-90.072611,20.2,503.3,0.28,"NEON.DOC.001024vD","2017-08-29T15:21Z","32","Woody individual","line launcher","Y","03466A","NEON.PLA.D05.STEI.03466A","ACRU","Acer rubrum L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxOZJ/R4N1T8g=",12.5,NA,NA,"VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxQVvflO0aXRI=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
